Data,Acao,Valor,Ano
06-07-2017,BPAC11,0.171748,2017
06-08-2021,BPAC11,0.169905,2021
07-01-2020,BPAC11,0.155105,2020
07-01-2021,BPAC11,0.155656,2021
07-08-2023,BPAC11,0.401443,2023
08-01-2019,BPAC11,0.173165,2019
09-08-2019,BPAC11,0.178751,2019
14-08-2018,BPAC11,0.168363,2018
19-12-2022,BPAC11,0.196059,2022
20-12-2024,BPAC11,0.303269,2024
21-12-2021,BPAC11,0.06779,2021
23-07-2020,BPAC11,0.147362,2020
04-01-2024,BPAC3,0.049415,2024
04-07-2024,BPAC3,0.135563,2024
05-01-2017,BPAC3,0.078522,2017
05-01-2018,BPAC3,0.055639,2018
05-01-2023,BPAC3,0.049233,2023
05-08-2022,BPAC3,0.104416,2022
05-12-2023,BPAC3,0.076965,2023
06-01-2022,BPAC3,0.049104,2022
06-07-2017,BPAC3,0.055778,2017
06-08-2021,BPAC3,0.056635,2021
07-01-2020,BPAC3,0.050372,2020
07-01-2021,BPAC3,0.051598,2021
07-08-2023,BPAC3,0.133814,2023
08-01-2019,BPAC3,0.056238,2019
09-08-2019,BPAC3,0.058052,2019
14-08-2018,BPAC3,0.054678,2018
19-12-2022,BPAC3,0.065353,2022
20-12-2024,BPAC3,0.10109,2024
21-12-2021,BPAC3,0.022596,2021
23-07-2020,BPAC3,0.048849,2020
04-01-2024,BPAC5,0.049415,2024
04-07-2024,BPAC5,0.135563,2024
05-01-2017,BPAC5,0.080593,2017
05-01-2018,BPAC5,0.057107,2018
05-01-2023,BPAC5,0.049233,2023
05-08-2022,BPAC5,0.104416,2022
05-12-2023,BPAC5,0.076965,2023
06-01-2022,BPAC5,0.049104,2022
06-07-2017,BPAC5,0.05725,2017
06-08-2021,BPAC5,0.056635,2021
07-01-2020,BPAC5,0.051702,2020
07-01-2021,BPAC5,0.051885,2021
07-08-2023,BPAC5,0.133814,2023
08-01-2019,BPAC5,0.057722,2019
09-08-2019,BPAC5,0.059584,2019
14-08-2018,BPAC5,0.056121,2018
19-12-2022,BPAC5,0.065353,2022
20-12-2024,BPAC5,0.10109,2024
21-12-2021,BPAC5,0.022596,2021
23-07-2020,BPAC5,0.049121,2020
02-02-2016,BPAN4,0.003393,2016
02-04-2018,BPAN4,0.061131,2018
05-05-2021,BPAN4,0.007274,2021
07-05-2020,BPAN4,0.002695,2020
10-02-2015,BPAN4,0.00195,2015
12-05-2022,BPAN4,0.027291,2022
17-02-2020,BPAN4,0.164307,2020
22-12-2021,BPAN4,0.216654,2021
23-12-2020,BPAN4,0.204247,2020
26-12-2024,BPAN4,0.24149,2024
27-12-2022,BPAN4,0.251339,2022
28-05-2019,BPAN4,0.075945,2019
28-12-2022,BPAN4,0.251339,2022
28-12-2023,BPAN4,0.215123,2023
01-02-2023,BPFF11,0.62,2023
01-02-2024,BPFF11,0.62,2024
01-03-2023,BPFF11,0.62,2023
01-03-2024,BPFF11,0.62,2024
01-04-2022,BPFF11,0.6,2022
01-04-2024,BPFF11,0.62,2024
01-06-2022,BPFF11,0.75,2022
01-06-2023,BPFF11,0.62,2023
01-07-2022,BPFF11,0.8,2022
01-07-2024,BPFF11,0.62,2024
01-08-2022,BPFF11,0.75,2022
01-08-2023,BPFF11,0.62,2023
01-08-2024,BPFF11,0.62,2024
01-09-2022,BPFF11,0.7,2022
01-09-2023,BPFF11,0.62,2023
01-10-2024,BPFF11,0.62,2024
01-11-2017,BPFF11,0.67,2017
01-11-2022,BPFF11,0.62,2022
01-11-2023,BPFF11,0.62,2023
01-11-2024,BPFF11,0.6,2024
01-12-2017,BPFF11,0.67,2017
01-12-2022,BPFF11,0.62,2022
01-12-2023,BPFF11,0.62,2023
02-01-2023,BPFF11,0.62,2023
02-01-2024,BPFF11,0.62,2024
02-05-2022,BPFF11,0.65,2022
02-05-2023,BPFF11,0.62,2023
02-05-2024,BPFF11,0.62,2024
02-09-2024,BPFF11,0.62,2024
02-10-2023,BPFF11,0.62,2023
02-12-2024,BPFF11,0.6,2024
03-04-2023,BPFF11,0.62,2023
03-06-2024,BPFF11,0.62,2024
03-07-2023,BPFF11,0.62,2023
03-10-2022,BPFF11,0.7,2022
01-04-2021,BRAP3,0.585262,2021
02-01-2019,BRAP3,0.518375,2019
02-05-2019,BRAP3,0.478829,2019
02-05-2022,BRAP3,1.433324,2022
03-11-2015,BRAP3,0.328817,2015
10-11-2022,BRAP3,1.385547,2022
12-11-2020,BRAP3,1.612458,2020
13-11-2024,BRAP3,0.816995,2024
16-07-2021,BRAP3,1.433295,2021
17-12-2021,BRAP3,5.494409,2021
20-12-2024,BRAP3,0.19111,2024
22-11-2023,BRAP3,1.624434,2023
23-12-2016,BRAP3,0.089342,2016
26-12-2017,BRAP3,0.769201,2017
27-04-2015,BRAP3,0.1949,2015
27-12-2022,BRAP3,0.155277,2022
28-04-2017,BRAP3,0.380318,2017
28-04-2023,BRAP3,1.122771,2023
30-04-2018,BRAP3,1.034247,2018
30-04-2024,BRAP3,0.740551,2024
30-12-2019,BRAP3,0.64331,2019
01-04-2021,BRAP4,0.643788,2021
02-01-2019,BRAP4,0.570212,2019
02-05-2019,BRAP4,0.526711,2019
02-05-2022,BRAP4,1.576656,2022
03-11-2015,BRAP4,0.361699,2015
10-11-2022,BRAP4,1.524102,2022
12-11-2020,BRAP4,1.773703,2020
13-11-2024,BRAP4,0.898694,2024
16-07-2021,BRAP4,1.576625,2021
17-12-2021,BRAP4,6.04385,2021
20-12-2024,BRAP4,0.210221,2024
22-11-2023,BRAP4,1.786878,2023
23-12-2016,BRAP4,0.098276,2016
26-12-2017,BRAP4,0.846122,2017
27-04-2015,BRAP4,0.553364,2015
27-12-2022,BRAP4,0.170804,2022
28-04-2017,BRAP4,0.41835,2017
28-04-2023,BRAP4,1.235048,2023
30-04-2018,BRAP4,1.137672,2018
30-04-2024,BRAP4,0.814606,2024
30-12-2019,BRAP4,0.707641,2019
08-02-2023,BRCR11,0.47,2023
08-02-2024,BRCR11,0.41,2024
08-03-2023,BRCR11,0.46,2023
08-03-2024,BRCR11,0.41,2024
08-04-2020,BRCR11,0.485365,2020
08-04-2022,BRCR11,0.5,2022
08-04-2024,BRCR11,0.5,2024
08-06-2020,BRCR11,0.425933,2020
08-06-2022,BRCR11,0.41,2022
08-07-2020,BRCR11,0.43,2020
08-07-2022,BRCR11,0.41,2022
08-07-2024,BRCR11,0.5,2024
08-08-2022,BRCR11,0.47,2022
08-08-2023,BRCR11,0.45,2023
08-08-2024,BRCR11,0.5,2024
08-10-2020,BRCR11,0.447564,2020
08-10-2024,BRCR11,0.5,2024
08-11-2024,BRCR11,0.5,2024
08-12-2022,BRCR11,0.5,2022
09-01-2023,BRCR11,0.47,2023
09-01-2024,BRCR11,0.41,2024
09-05-2022,BRCR11,0.5,2022
09-05-2023,BRCR11,0.45,2023
09-05-2024,BRCR11,0.5,2024
09-06-2023,BRCR11,0.45,2023
09-09-2020,BRCR11,0.462567,2020
09-09-2022,BRCR11,0.47,2022
09-09-2024,BRCR11,0.5,2024
09-10-2023,BRCR11,0.41,2023
09-11-2017,BRCR11,0.413056,2017
09-11-2022,BRCR11,0.47,2022
09-11-2023,BRCR11,0.41,2023
09-12-2024,BRCR11,0.5,2024
10-06-2024,BRCR11,0.5,2024
10-07-2023,BRCR11,0.45,2023
10-08-2020,BRCR11,0.461655,2020
10-10-2022,BRCR11,0.47,2022
10-11-2020,BRCR11,0.470949,2020
11-04-2023,BRCR11,0.46,2023
11-05-2020,BRCR11,0.425933,2020
11-09-2023,BRCR11,0.41,2023
01-07-2015,BRFS3,0.478273,2015
02-01-2015,BRFS3,0.508454,2015
04-01-2016,BRFS3,0.66382,2016
11-03-2016,BRFS3,0.115895,2016
13-07-2016,BRFS3,0.611453,2016
17-12-2024,BRFS3,0.122972,2024
26-11-2024,BRFS3,0.577475,2024
14-08-2015,BRGE11,0.09116,2015
14-08-2019,BRGE11,0.1083,2019
15-08-2018,BRGE11,0.1045,2018
16-08-2016,BRGE11,0.09789,2016
16-08-2022,BRGE11,0.11913,2022
16-08-2023,BRGE11,0.12725,2023
17-08-2020,BRGE11,0.11315,2020
17-08-2021,BRGE11,0.11706,2021
18-08-2017,BRGE11,0.10048,2017
21-01-2016,BRGE11,0.18508,2016
22-01-2015,BRGE11,0.18443,2015
24-01-2017,BRGE11,0.19874,2017
25-01-2024,BRGE11,0.28165,2024
26-01-2023,BRGE11,0.26369,2023
27-01-2022,BRGE11,0.2591,2022
28-01-2020,BRGE11,0.23971,2020
28-01-2021,BRGE11,0.25044,2021
29-01-2018,BRGE11,0.21516,2018
29-01-2019,BRGE11,0.22703,2019
17-08-2021,BRGE12,0.00052,2021
20-03-2015,BRGE12,0.03077,2015
21-01-2016,BRGE12,0.00426,2016
24-01-2017,BRGE12,0.00402,2017
25-01-2024,BRGE12,0.00052,2024
29-01-2018,BRGE12,0.00159,2018
29-01-2019,BRGE12,0.00145,2019
14-08-2015,BRGE6,0.18231,2015
14-08-2019,BRGE6,0.2166,2019
15-08-2018,BRGE6,0.20945,2018
16-08-2016,BRGE6,0.19578,2016
16-08-2022,BRGE6,0.23826,2022
16-08-2023,BRGE6,0.2545,2023
17-08-2020,BRGE6,0.2263,2020
17-08-2021,BRGE6,0.23412,2021
18-08-2017,BRGE6,0.20148,2017
21-01-2016,BRGE6,0.37015,2016
22-01-2015,BRGE6,0.36886,2015
24-01-2017,BRGE6,0.39749,2017
25-01-2024,BRGE6,0.5633,2024
26-01-2023,BRGE6,0.52737,2023
27-01-2022,BRGE6,0.51819,2022
28-01-2020,BRGE6,0.47941,2020
28-01-2021,BRGE6,0.50088,2021
29-01-2018,BRGE6,0.42979,2018
29-01-2019,BRGE6,0.45362,2019
14-08-2015,BRIV3,0.05495,2015
16-08-2016,BRIV3,0.05337,2016
16-08-2022,BRIV3,0.05435,2022
17-08-2021,BRIV3,0.01431,2021
18-08-2017,BRIV3,0.07564,2017
21-01-2016,BRIV3,0.05618,2016
22-01-2015,BRIV3,0.02817,2015
24-01-2017,BRIV3,0.06045,2017
26-01-2023,BRIV3,0.15833,2023
28-01-2021,BRIV3,0.00503,2021
05-01-2024,BRIV4,0.32727,2024
14-08-2015,BRIV4,0.23223,2015
14-08-2019,BRIV4,0.15168,2019
15-08-2018,BRIV4,0.23575,2018
16-08-2016,BRIV4,0.24714,2016
16-08-2022,BRIV4,0.31023,2022
16-08-2023,BRIV4,0.32727,2023
17-08-2020,BRIV4,0.27795,2020
17-08-2021,BRIV4,0.29989,2021
18-08-2017,BRIV4,0.24714,2017
21-01-2016,BRIV4,0.23133,2016
22-01-2015,BRIV4,0.22415,2015
24-01-2017,BRIV4,0.24714,2017
26-01-2023,BRIV4,0.31023,2023
27-01-2022,BRIV4,0.29988,2022
28-01-2020,BRIV4,0.40406,2020
28-01-2021,BRIV4,0.30067,2021
29-01-2018,BRIV4,0.27183,2018
29-01-2019,BRIV4,0.30522,2019
02-05-2018,BRKM3,1.885738,2018
04-10-2016,BRKM3,1.257159,2016
04-10-2019,BRKM3,0.83862,2019
04-12-2017,BRKM3,1.256718,2017
07-04-2016,BRKM3,1.256718,2016
09-12-2021,BRKM3,7.539048,2021
10-04-2015,BRKM3,0.60625,2015
20-04-2022,BRKM3,1.696348,2022
22-04-2022,BRKM3,1.696348,2022
02-05-2018,BRKM5,1.885738,2018
04-10-2016,BRKM5,1.257159,2016
04-10-2019,BRKM5,0.83862,2019
04-12-2017,BRKM5,1.256718,2017
07-04-2016,BRKM5,1.256718,2016
09-12-2021,BRKM5,7.539048,2021
10-04-2015,BRKM5,0.60625,2015
20-04-2022,BRKM5,1.696348,2022
22-04-2022,BRKM5,1.696348,2022
02-05-2017,BRPR3,23.055,2017
02-05-2018,BRPR3,163.1,2018
03-10-2022,BRPR3,2422.311,2022
03-12-2015,BRPR3,2010.0,2015
04-05-2015,BRPR3,221.65,2015
05-04-2023,BRPR3,5406.189,2023
27-04-2020,BRPR3,86.284,2020
27-04-2021,BRPR3,147.723,2021
27-04-2022,BRPR3,89.1,2022
29-03-2021,BRPR3,49.16,2021
29-03-2022,BRPR3,16.379,2022
31-08-2023,BRPR3,63.0533,2023
02-05-2019,BRSR3,0.03378,2019
02-05-2024,BRSR3,0.183143,2024
02-06-2021,BRSR3,0.242267,2021
02-12-2024,BRSR3,0.244514,2024
03-05-2021,BRSR3,0.055952,2021
03-05-2022,BRSR3,0.036603,2022
03-06-2015,BRSR3,0.206384,2015
04-01-2021,BRSR3,0.078244,2021
04-05-2015,BRSR3,0.029382,2015
04-05-2018,BRSR3,0.049382,2018
04-05-2023,BRSR3,0.03626,2023
04-06-2021,BRSR3,0.242267,2021
04-12-2015,BRSR3,0.248005,2015
05-01-2018,BRSR3,0.303487,2018
05-03-2015,BRSR3,0.188255,2015
05-05-2017,BRSR3,0.040778,2017
06-06-2019,BRSR3,0.07829,2019
06-09-2021,BRSR3,0.257014,2021
07-12-2018,BRSR3,0.073326,2018
08-03-2019,BRSR3,0.31219,2019
08-03-2021,BRSR3,0.22752,2021
08-09-2016,BRSR3,0.190873,2016
10-06-2020,BRSR3,0.18016,2020
10-09-2015,BRSR3,0.228695,2015
11-03-2016,BRSR3,0.186328,2016
11-03-2020,BRSR3,0.246878,2020
11-12-2020,BRSR3,0.102695,2020
12-11-2019,BRSR3,0.260983,2019
13-06-2022,BRSR3,0.37647,2022
13-08-2019,BRSR3,0.273814,2019
13-09-2022,BRSR3,0.110012,2022
13-09-2024,BRSR3,0.122257,2024
14-03-2017,BRSR3,0.198206,2017
14-06-2016,BRSR3,0.187843,2016
14-09-2023,BRSR3,0.171625,2023
14-11-2017,BRSR3,0.073354,2017
15-05-2018,BRSR3,0.215905,2018
15-06-2023,BRSR3,0.342607,2023
15-08-2017,BRSR3,0.20304,2017
15-12-2016,BRSR3,0.041567,2016
15-12-2022,BRSR3,0.024443,2022
16-03-2023,BRSR3,0.366771,2023
16-05-2017,BRSR3,0.199817,2017
16-08-2018,BRSR3,0.215905,2018
16-12-2021,BRSR3,0.171114,2021
17-03-2022,BRSR3,0.333893,2022
17-05-2019,BRSR3,0.284804,2019
17-06-2024,BRSR3,0.122257,2024
18-03-2024,BRSR3,0.122257,2024
19-12-2024,BRSR3,0.200502,2024
27-02-2018,BRSR3,0.206614,2018
27-12-2018,BRSR3,0.109989,2018
30-10-2018,BRSR3,0.171097,2018
30-12-2020,BRSR3,0.048902,2020
02-05-2019,BRSR5,0.037158,2019
02-05-2024,BRSR5,0.201458,2024
02-06-2021,BRSR5,0.242267,2021
02-12-2024,BRSR5,0.244514,2024
03-05-2021,BRSR5,0.286162,2021
03-05-2022,BRSR5,0.040264,2022
03-06-2015,BRSR5,0.206384,2015
04-01-2021,BRSR5,0.078244,2021
04-05-2015,BRSR5,0.032321,2015
04-05-2018,BRSR5,0.05432,2018
04-05-2023,BRSR5,0.039886,2023
04-06-2021,BRSR5,0.242267,2021
04-12-2015,BRSR5,0.272787,2015
05-01-2018,BRSR5,0.331591,2018
05-03-2015,BRSR5,0.188255,2015
05-05-2017,BRSR5,0.040778,2017
06-06-2019,BRSR5,0.07829,2019
06-09-2021,BRSR5,0.257014,2021
07-12-2018,BRSR5,0.080659,2018
08-03-2019,BRSR5,0.31219,2019
08-03-2021,BRSR5,0.22752,2021
08-09-2016,BRSR5,0.190873,2016
10-06-2020,BRSR5,0.198177,2020
10-09-2015,BRSR5,0.228695,2015
11-03-2016,BRSR5,0.186328,2016
11-03-2020,BRSR5,0.246878,2020
11-12-2020,BRSR5,0.102695,2020
12-11-2019,BRSR5,0.287081,2019
13-06-2022,BRSR5,0.37647,2022
13-08-2019,BRSR5,0.284607,2019
13-09-2022,BRSR5,0.115761,2022
13-09-2024,BRSR5,0.122257,2024
14-03-2017,BRSR5,0.198206,2017
14-06-2016,BRSR5,0.187843,2016
14-09-2023,BRSR5,0.183392,2023
14-11-2017,BRSR5,0.074764,2017
15-05-2018,BRSR5,0.215905,2018
15-06-2023,BRSR5,0.342607,2023
15-08-2017,BRSR5,0.20304,2017
15-12-2016,BRSR5,0.041567,2016
15-12-2022,BRSR5,0.026888,2022
16-03-2023,BRSR5,0.366771,2023
16-05-2017,BRSR5,0.199817,2017
16-08-2018,BRSR5,0.215906,2018
16-12-2021,BRSR5,0.184617,2021
17-03-2022,BRSR5,0.333893,2022
17-05-2019,BRSR5,0.284804,2019
17-06-2024,BRSR5,0.122257,2024
18-03-2024,BRSR5,0.122257,2024
19-12-2024,BRSR5,0.200502,2024
27-02-2018,BRSR5,0.206614,2018
27-12-2018,BRSR5,0.120988,2018
30-10-2018,BRSR5,0.187546,2018
30-12-2020,BRSR5,0.048902,2020
02-05-2019,BRSR6,0.03378,2019
02-05-2024,BRSR6,0.183143,2024
02-06-2021,BRSR6,0.242267,2021
02-12-2024,BRSR6,0.244514,2024
03-05-2021,BRSR6,0.055952,2021
03-05-2022,BRSR6,0.036603,2022
03-06-2015,BRSR6,0.206384,2015
04-01-2021,BRSR6,0.078244,2021
04-05-2015,BRSR6,0.029382,2015
04-05-2018,BRSR6,0.049382,2018
04-05-2023,BRSR6,0.03626,2023
04-06-2021,BRSR6,0.242267,2021
04-12-2015,BRSR6,0.248005,2015
05-01-2018,BRSR6,0.303487,2018
05-03-2015,BRSR6,0.188255,2015
05-05-2017,BRSR6,0.040778,2017
06-06-2019,BRSR6,0.07829,2019
06-09-2021,BRSR6,0.257014,2021
07-12-2018,BRSR6,0.073326,2018
08-03-2019,BRSR6,0.31219,2019
08-03-2021,BRSR6,0.22752,2021
08-09-2016,BRSR6,0.190873,2016
10-06-2020,BRSR6,0.18016,2020
10-09-2015,BRSR6,0.228695,2015
11-03-2016,BRSR6,0.186328,2016
11-03-2020,BRSR6,0.246878,2020
11-12-2020,BRSR6,0.102695,2020
12-11-2019,BRSR6,0.260983,2019
13-06-2022,BRSR6,0.37647,2022
13-08-2019,BRSR6,0.273814,2019
13-09-2022,BRSR6,0.110012,2022
13-09-2024,BRSR6,0.122257,2024
14-03-2017,BRSR6,0.198206,2017
14-06-2016,BRSR6,0.187843,2016
14-09-2023,BRSR6,0.171625,2023
14-11-2017,BRSR6,0.073342,2017
15-05-2018,BRSR6,0.215905,2018
15-06-2023,BRSR6,0.342607,2023
15-08-2017,BRSR6,0.20304,2017
15-12-2016,BRSR6,0.041567,2016
15-12-2022,BRSR6,0.024443,2022
16-03-2023,BRSR6,0.366771,2023
16-05-2017,BRSR6,0.199817,2017
16-08-2018,BRSR6,0.215905,2018
16-12-2021,BRSR6,0.171114,2021
17-03-2022,BRSR6,0.333893,2022
17-05-2019,BRSR6,0.284804,2019
17-06-2024,BRSR6,0.122257,2024
18-03-2024,BRSR6,0.122257,2024
19-12-2024,BRSR6,0.200502,2024
27-02-2018,BRSR6,0.206614,2018
27-12-2018,BRSR6,0.10999,2018
30-10-2018,BRSR6,0.171097,2018
30-12-2020,BRSR6,0.048902,2020
18-12-2024,BSLI4,0.00493,2024
08-02-2023,BTCR11,0.106,2023
08-02-2024,BTCR11,0.092,2024
08-03-2023,BTCR11,0.106,2023
08-03-2024,BTCR11,0.092,2024
08-04-2022,BTCR11,0.138889,2022
08-04-2024,BTCR11,0.092,2024
08-06-2022,BTCR11,0.138889,2022
08-07-2022,BTCR11,0.138889,2022
08-07-2024,BTCR11,0.094,2024
08-08-2022,BTCR11,0.122222,2022
08-08-2023,BTCR11,0.101,2023
08-08-2024,BTCR11,0.094,2024
08-10-2024,BTCR11,0.09,2024
08-11-2024,BTCR11,0.091,2024
08-12-2022,BTCR11,0.1,2022
08-12-2023,BTCR11,0.097,2023
09-01-2023,BTCR11,0.105556,2023
09-01-2024,BTCR11,0.094,2024
09-05-2022,BTCR11,0.142222,2022
09-05-2023,BTCR11,0.106,2023
09-05-2024,BTCR11,0.092,2024
09-06-2023,BTCR11,0.106,2023
09-09-2022,BTCR11,0.105556,2022
09-09-2024,BTCR11,0.092,2024
09-10-2023,BTCR11,0.101,2023
09-11-2022,BTCR11,0.1,2022
09-11-2023,BTCR11,0.097,2023
09-12-2024,BTCR11,0.091,2024
10-06-2024,BTCR11,0.093,2024
10-07-2023,BTCR11,0.101,2023
10-10-2022,BTCR11,0.1,2022
11-04-2023,BTCR11,0.106,2023
11-09-2023,BTCR11,0.101,2023
16-02-2024,BVAR11,2.8,2024
16-04-2024,BVAR11,10.82,2024
16-05-2024,BVAR11,5.56,2024
16-07-2024,BVAR11,5.3,2024
16-08-2024,BVAR11,7.42,2024
16-09-2024,BVAR11,4.0,2024
16-10-2024,BVAR11,4.0,2024
16-12-2024,BVAR11,5.1,2024
17-06-2024,BVAR11,25.0,2024
18-03-2024,BVAR11,4.5,2024
18-11-2024,BVAR11,3.5,2024
23-07-2024,BVAR11,7.67,2024
26-01-2024,BVAR11,18.5,2024
01-04-2019,CAML3,0.049476,2019
02-06-2021,CAML3,0.054789,2021
02-06-2022,CAML3,0.069719,2022
02-07-2019,CAML3,0.037305,2019
02-09-2020,CAML3,0.04054,2020
02-09-2021,CAML3,0.068755,2021
02-09-2022,CAML3,0.070724,2022
02-12-2021,CAML3,0.069058,2021
02-12-2022,CAML3,0.071426,2022
03-03-2020,CAML3,0.04054,2020
03-09-2019,CAML3,0.037437,2019
04-03-2022,CAML3,0.069441,2022
04-09-2024,CAML3,0.073298,2024
05-06-2023,CAML3,0.071816,2023
05-09-2023,CAML3,0.072429,2023
09-12-2020,CAML3,0.407783,2020
12-12-2019,CAML3,0.04054,2019
15-06-2020,CAML3,0.04054,2020
18-12-2017,CAML3,0.158516,2017
22-02-2024,CAML3,0.07331,2024
23-02-2023,CAML3,0.071508,2023
23-03-2021,CAML3,0.054642,2021
25-05-2022,CAML3,0.083616,2022
26-11-2024,CAML3,0.073298,2024
27-06-2019,CAML3,0.014922,2019
28-05-2024,CAML3,0.073298,2024
28-11-2018,CAML3,0.111322,2018
28-11-2023,CAML3,0.072969,2023
30-08-2018,CAML3,0.049476,2018
30-12-2020,CAML3,0.05443,2020
04-08-2022,CATP34,0.389475,2022
15-01-2015,CATP34,0.125825,2015
16-04-2015,CATP34,0.132676,2015
16-07-2015,CATP34,0.167066,2015
17-01-2020,CATP34,0.281963,2020
17-04-2020,CATP34,0.366938,2020
17-07-2020,CATP34,0.3605,2020
18-01-2016,CATP34,0.191152,2016
18-01-2017,CATP34,0.148658,2017
18-04-2019,CATP34,0.220106,2019
18-07-2016,CATP34,0.154578,2016
18-07-2017,CATP34,0.153957,2017
18-10-2019,CATP34,0.271115,2019
19-01-2018,CATP34,0.15795,2018
19-01-2022,CATP34,0.357836,2022
19-01-2023,CATP34,0.387,2023
19-01-2024,CATP34,0.400563,2024
19-04-2017,CATP34,0.157994,2017
19-04-2024,CATP34,0.416406,2024
19-07-2018,CATP34,0.210646,2018
19-07-2019,CATP34,0.259946,2019
19-07-2021,CATP34,0.473568,2021
19-07-2023,CATP34,0.393754,2023
19-10-2018,CATP34,0.203293,2018
20-04-2016,CATP34,0.170122,2016
20-04-2018,CATP34,0.179888,2018
20-04-2023,CATP34,0.374775,2023
20-10-2016,CATP34,0.160738,2016
20-10-2017,CATP34,0.158491,2017
20-10-2023,CATP34,0.394875,2023
21-01-2019,CATP34,0.199413,2019
21-10-2022,CATP34,0.399788,2022
21-10-2024,CATP34,0.491905,2024
22-04-2022,CATP34,0.339244,2022
22-07-2024,CATP34,0.479664,2024
22-10-2015,CATP34,0.179217,2015
22-10-2021,CATP34,0.481612,2021
23-04-2021,CATP34,0.340222,2021
14-04-2022,CBEE3,0.082461,2022
22-04-2021,CBEE3,0.070054,2021
26-04-2019,CBEE3,0.244072,2019
28-04-2020,CBEE3,0.398103,2020
29-04-2019,CBEE3,0.244072,2019
30-04-2015,CBEE3,0.000365,2015
01-02-2023,CBOP11,0.12,2023
01-02-2024,CBOP11,0.12,2024
01-03-2023,CBOP11,0.12,2023
01-03-2024,CBOP11,0.12,2024
01-04-2022,CBOP11,0.49,2022
01-04-2024,CBOP11,0.12,2024
01-06-2022,CBOP11,0.49,2022
01-06-2023,CBOP11,0.12,2023
01-07-2022,CBOP11,1.03,2022
01-07-2024,CBOP11,0.19,2024
01-08-2022,CBOP11,0.49,2022
01-08-2023,CBOP11,0.12,2023
01-08-2024,CBOP11,0.05,2024
01-09-2022,CBOP11,0.49,2022
01-09-2023,CBOP11,0.12,2023
01-10-2024,CBOP11,0.05,2024
01-11-2017,CBOP11,0.47,2017
01-11-2022,CBOP11,0.49,2022
01-11-2023,CBOP11,0.12,2023
01-11-2024,CBOP11,0.05,2024
01-12-2017,CBOP11,0.47,2017
01-12-2022,CBOP11,0.49,2022
01-12-2023,CBOP11,0.12,2023
02-01-2023,CBOP11,1.12,2023
02-01-2024,CBOP11,0.12,2024
02-05-2022,CBOP11,0.49,2022
02-05-2023,CBOP11,0.12,2023
02-05-2024,CBOP11,0.12,2024
02-09-2024,CBOP11,0.05,2024
02-10-2023,CBOP11,0.12,2023
02-12-2024,CBOP11,0.05,2024
03-04-2023,CBOP11,0.12,2023
03-06-2024,CBOP11,0.12,2024
03-07-2023,CBOP11,0.12,2023
03-10-2022,CBOP11,0.49,2022
01-12-2021,CCRO3,0.076139,2021
02-10-2020,CCRO3,0.184774,2020
03-11-2022,CCRO3,0.292863,2022
05-10-2015,CCRO3,0.487534,2015
06-11-2024,CCRO3,0.151181,2024
08-05-2019,CCRO3,0.297029,2019
09-04-2021,CCRO3,0.089842,2021
10-11-2016,CCRO3,0.424788,2016
12-04-2017,CCRO3,0.19802,2017
13-04-2020,CCRO3,0.297029,2020
16-03-2016,CCRO3,0.283192,2016
17-04-2015,CCRO3,0.057077,2015
17-04-2018,CCRO3,0.148427,2018
18-12-2015,CCRO3,0.050408,2015
19-04-2024,CCRO3,0.06511,2024
20-04-2022,CCRO3,0.081788,2022
20-04-2023,CCRO3,0.036548,2023
20-10-2017,CCRO3,0.438614,2017
21-10-2019,CCRO3,0.465346,2019
24-10-2018,CCRO3,0.396039,2018
31-10-2023,CCRO3,0.156773,2023
02-01-2020,CEAB3,0.253477,2020
02-05-2024,CEBR3,0.737628,2024
03-05-2023,CEBR3,1.49137,2023
03-11-2023,CEBR3,1.160284,2023
06-05-2021,CEBR3,7.38044,2021
07-05-2018,CEBR3,0.036776,2018
07-05-2019,CEBR3,0.009669,2019
15-10-2021,CEBR3,11.583168,2021
27-04-2023,CEBR3,1.49137,2023
27-11-2024,CEBR3,0.823843,2024
28-04-2022,CEBR3,3.541792,2022
28-07-2020,CEBR3,0.333629,2020
01-08-2023,CEEB3,2.097018,2023
01-10-2024,CEEB3,0.312596,2024
02-01-2015,CEEB3,0.607438,2015
02-08-2022,CEEB3,2.581514,2022
04-07-2018,CEEB3,0.473348,2018
04-07-2019,CEEB3,0.602846,2019
04-07-2023,CEEB3,0.435089,2023
05-01-2023,CEEB3,0.395963,2023
05-01-2024,CEEB3,0.385825,2024
05-04-2022,CEEB3,0.358113,2022
05-08-2016,CEEB3,0.585959,2016
05-10-2023,CEEB3,0.401866,2023
06-01-2022,CEEB3,0.519224,2022
06-07-2017,CEEB3,0.579312,2017
06-07-2021,CEEB3,3.035235,2021
06-07-2022,CEEB3,0.39046,2022
06-10-2022,CEEB3,0.379527,2022
06-12-2021,CEEB3,1.940389,2021
07-01-2019,CEEB3,0.710101,2019
07-01-2020,CEEB3,0.499086,2020
07-01-2021,CEEB3,0.971818,2021
09-04-2021,CEEB3,0.085435,2021
13-03-2023,CEEB3,0.424371,2023
16-04-2024,CEEB3,1.560456,2024
17-04-2019,CEEB3,0.985563,2019
19-04-2022,CEEB3,2.216823,2022
19-04-2023,CEEB3,0.808857,2023
20-02-2019,CEEB3,1.849222,2019
21-12-2016,CEEB3,0.585959,2016
22-06-2015,CEEB3,0.402995,2015
