Ano,Acao,Valor
2017,TAEE3,0.588604
2018,TAEE3,0.929082
2019,TAEE3,0.630232
2020,TAEE3,1.070336
2021,TAEE3,1.5012320000000001
2022,TAEE3,1.432258
2023,TAEE3,0.9715020000000001
2024,TAEE3,1.1774850000000001
2017,TAEE4,0.41954899999999995
2018,TAEE4,0.929083
2019,TAEE4,0.630232
2020,TAEE4,1.070333
2021,TAEE4,1.5012320000000001
2022,TAEE4,0.676252
2023,TAEE4,0.9715020000000001
2024,TAEE4,1.1774850000000001
2022,TASA3,1.624365
2023,TASA3,1.39562
2024,TASA3,0.303458
2022,TASA4,1.624365
2023,TASA4,1.39562
2024,TASA4,0.303458
2017,TBOF11,0.329878
2022,TBOF11,1.031455
2015,TCSA3,1.829347
2016,TCSA3,1.435915
2015,TECN3,0.3
2016,TECN3,0.097272
2022,TECN3,0.080987
2023,TECN3,0.082006
2024,TECN3,0.1484
2018,TEND3,0.249945
2019,TEND3,0.585005
2020,TEND3,0.48324100000000003
2021,TEND3,0.174028
2024,TEND3,0.170623
2015,TEXA34,0.096647
2016,TEXA34,0.379386
2017,TEXA34,0.447817
2018,TEXA34,0.6356539999999999
2019,TEXA34,0.8579640000000001
2020,TEXA34,1.291684
2021,TEXA34,1.4960920000000002
2022,TEXA34,1.498358
2023,TEXA34,1.664005
2024,TEXA34,1.443886
2017,TFOF11,22.0
2019,TGAR11,2.8200000000000003
2020,TGAR11,12.170000000000002
2021,TGAR11,14.249999999999998
2022,TGAR11,17.229999999999997
2023,TGAR11,15.04
2024,TGAR11,15.100000000000001
2015,TGMA3,0.075829
2017,TGMA3,0.402982
2018,TGMA3,1.145013
2019,TGMA3,1.5707119999999999
2020,TGMA3,0.340186
2021,TGMA3,0.785836
2022,TGMA3,1.121693
2023,TGMA3,1.71
2024,TGMA3,2.71
2015,TGTB34,2.16048
2016,TGTB34,7.94934
2017,TGTB34,7.80824
2018,TGTB34,9.43133
2019,TGTB34,10.32292
2020,TGTB34,13.36234
2021,TGTB34,13.217920000000001
2022,TGTB34,20.39706
2023,TGTB34,20.084236
2024,TGTB34,18.688799
2017,THRA11,0.450139
2018,TMOS34,0.013088
2019,TMOS34,0.063239
2020,TMOS34,0.072842
2021,TMOS34,0.117582
2022,TMOS34,0.12751200000000001
2023,TMOS34,0.08688200000000001
2024,TMOS34,0.125276
2015,TOTS3,0.37784799999999996
2016,TOTS3,0.30634500000000003
2017,TOTS3,0.117242
2018,TOTS3,0.077429
2019,TOTS3,0.16620800000000002
2020,TOTS3,0.212858
2021,TOTS3,0.309558
2022,TOTS3,0.1
2023,TOTS3,0.65
2024,TOTS3,0.45
2015,TPIS3,0.909072
2016,TPIS3,1.070076
2018,TPIS3,0.7785
2021,TPIS3,0.16486
2022,TPIS3,0.074752
2023,TPIS3,0.045897
2024,TPIS3,0.230539
2015,TRIS3,0.06473
2016,TRIS3,0.06503
2017,TRIS3,0.065032
2018,TRIS3,0.167673
2019,TRIS3,0.136876
2020,TRIS3,0.214342
2021,TRIS3,0.241134
2022,TRIS3,0.219644
2023,TRIS3,0.137278
2024,TRIS3,0.19768000000000002
2021,TRNT11,3.852139
2022,TRNT11,4.808122
2023,TRNT11,4.626385999999999
2024,TRNT11,1.05
2018,TRVC34,0.092398
2019,TRVC34,0.401643
2020,TRVC34,0.427902
2021,TRVC34,0.44194199999999995
2022,TRVC34,0.590883
2023,TRVC34,0.5145850000000001
2024,TRVC34,0.496831
2022,TSNC11,1.877874
2023,TSNC11,1.251916
2024,TSNC11,14.72239
2015,TUPY3,0.742212
2016,TUPY3,0.5850960000000001
2017,TUPY3,1.151459
2018,TUPY3,1.213881
2019,TUPY3,1.127083
2021,TUPY3,0.432103
2022,TUPY3,0.22487
2023,TUPY3,1.494119
2024,TUPY3,0.40889200000000003
2017,UBSG34,1.90092
2018,UBSG34,2.085265
2019,UBSG34,2.560921
2020,UBSG34,4.012416
2021,UBSG34,2.048822
2022,UBSG34,2.297687
2023,UBSG34,2.672104
2024,UBSG34,5.663209
2015,UCAS3,0.1135
2019,UCAS3,0.0757
2020,UCAS3,0.6574040000000001
2021,UCAS3,0.213727
2022,UCAS3,0.1816
2023,UCAS3,0.2009
2024,UCAS3,0.1816
2015,UGPA3,0.34784800000000005
2016,UGPA3,0.36858
2017,UGPA3,0.396224
2018,UGPA3,0.336329
2019,UGPA3,0.25339900000000004
2020,UGPA3,0.110574
2021,UGPA3,0.40271900000000005
2022,UGPA3,0.58287
2023,UGPA3,0.35
2024,UGPA3,0.65
2015,UNIP3,0.14603
2016,UNIP3,0.187314
2017,UNIP3,2.9764479999999995
2018,UNIP3,1.444402
2019,UNIP3,0.195104
2020,UNIP3,1.307396
2021,UNIP3,9.242001
2022,UNIP3,11.532239
2023,UNIP3,1.974249
2024,UNIP3,2.298169
2015,UNIP5,0.298701
2016,UNIP5,0.298701
2017,UNIP5,3.314921
2018,UNIP5,0.928231
2019,UNIP5,0.214614
2020,UNIP5,1.955967
2021,UNIP5,11.639796
2022,UNIP5,12.685462999999999
2023,UNIP5,2.4131780000000003
2024,UNIP5,0.938936
2015,UNIP6,0.160632
2016,UNIP6,0.206045
2017,UNIP6,3.274093
2018,UNIP6,0.928231
2019,UNIP6,0.214614
2020,UNIP6,1.871174
2021,UNIP6,9.433577
2022,UNIP6,12.685462999999999
2023,UNIP6,2.1716740000000003
2024,UNIP6,1.559657
2015,UPAC34,1.107081
2016,UPAC34,1.876353
2017,UPAC34,1.986338
2018,UPAC34,2.874605
2019,UPAC34,3.6847820000000002
2020,UPAC34,5.202498
2021,UPAC34,5.819427
2022,UPAC34,6.548864
2023,UPAC34,5.524572
2024,UPAC34,5.158659
2015,UPSS34,0.6277849999999999
2016,UPSS34,0.6784540000000001
2017,UPSS34,0.6654420000000001
2018,UPSS34,0.858904
2019,UPSS34,0.956508
2020,UPSS34,1.2629160000000001
2021,UPSS34,1.365613
2022,UPSS34,1.919143
2023,UPSS34,1.880113
2024,UPSS34,1.555783
2015,USBC34,0.889257
2016,USBC34,0.879982
2017,USBC34,0.917822
2018,USBC34,1.231719
2019,USBC34,1.5746529999999999
2020,USBC34,1.6987430000000001
2021,USBC34,2.39477
2022,USBC34,2.391921
2023,USBC34,4.145613
2024,USBC34,2.006325
2015,USIM3,0.029698
2018,USIM3,0.04321
2019,USIM3,0.144916
2020,USIM3,0.0395
2021,USIM3,1.2961019999999999
2022,USIM3,0.571934
2023,USIM3,0.298879
2024,USIM3,0.257325
2015,USIM5,0.032668
2018,USIM5,0.047531
2019,USIM5,0.159407
2020,USIM5,0.04345
2021,USIM5,1.425714
2022,USIM5,0.629128
2023,USIM5,0.328767
2024,USIM5,0.283058
2015,USIM6,0.032668
2018,USIM6,0.047531
2019,USIM6,0.159407
2020,USIM6,0.04345
2021,USIM6,1.425714
2022,USIM6,0.629128
2023,USIM6,0.328767
2024,USIM6,0.283058
2017,USSX34,0.165
2018,USSX34,0.75085
2019,USSX34,0.79782
2020,USSX34,0.144486
2021,USSX34,0.380701
2022,USSX34,1.015255
2023,USSX34,0.8559000000000001
2024,USSX34,0.764227
2015,VALE3,0.975371
2016,VALE3,0.166294
2017,VALE3,1.325484
2018,VALE3,1.9688729999999999
2019,VALE3,1.414364
2020,VALE3,2.40751
2021,VALE3,14.648555
2022,VALE3,7.5833260000000005
2023,VALE3,4.511889
2024,VALE3,5.352877
2021,VAMO3,0.38952600000000004
2022,VAMO3,0.258962
2023,VAMO3,0.33635099999999996
2024,VAMO3,0.268262
2022,VERE11,22.214299999999998
2023,VERE11,29.799999999999994
2024,VERE11,24.508599999999998
2015,VERZ34,1.199833
2016,VERZ34,1.322916
2017,VERZ34,1.223308
2018,VERZ34,1.399608
2019,VERZ34,1.556481
2020,VERZ34,2.144814
2021,VERZ34,1.722991
2022,VERZ34,2.2200480000000002
2023,VERZ34,1.992205
2024,VERZ34,1.6794250000000002
2022,VGIR11,2.3310269999999997
2023,VGIR11,1.32069
2024,VGIR11,1.2658790000000002
2022,VILG11,5.709999999999999
2023,VILG11,8.05
2024,VILG11,7.3500000000000005
2015,VISA34,0.08596599999999999
2016,VISA34,0.10122900000000001
2017,VISA34,0.110029
2018,VISA34,0.16536099999999998
2019,VISA34,0.209566
2020,VISA34,0.307292
2021,VISA34,0.272203
2022,VISA34,0.39925900000000003
2023,VISA34,0.42779900000000004
2024,VISA34,0.457083
2017,VISC11,0.608113
2022,VISC11,7.132122
2023,VISC11,10.442694
2024,VISC11,10.930000000000001
2019,VIVA3,0.169349
2020,VIVA3,0.105843
2021,VIVA3,0.328036
2022,VIVA3,0.053853
2023,VIVA3,0.364192
2024,VIVA3,0.37285
2015,VIVT3,2.6802859999999997
2016,VIVT3,1.7539150000000001
2017,VIVT3,2.8405470000000004
2018,VIVT3,3.744172
2019,VIVT3,2.613911
2020,VIVT3,3.8896550000000003
2021,VIVT3,3.4626400000000004
2022,VIVT3,2.025373
2023,VIVT3,3.0894239999999993
2024,VIVT3,2.803011
2015,VLID3,0.9209700000000001
2016,VLID3,0.643896
2017,VLID3,0.347302
2018,VLID3,0.958569
2019,VLID3,0.689093
2022,VLID3,0.290354
2023,VLID3,1.220031
2024,VLID3,1.7774189999999999
2016,VLOE34,1.9858799999999999
2017,VLOE34,4.47986
2018,VLOE34,5.9847600000000005
2019,VLOE34,7.158825
2020,VLOE34,7.3189340000000005
2021,VLOE34,7.715148000000001
2022,VLOE34,9.982280000000001
2023,VLOE34,9.4018
2024,VLOE34,8.221141000000001
2024,VPSI11,1.260095
2017,VRTA11,1.42
2022,VRTA11,8.7
2023,VRTA11,10.119999999999997
2024,VRTA11,10.100000000000003
2022,VSHO11,5.44
2023,VSHO11,8.36
2024,VSHO11,7.839999999999999
2022,VTLT11,7.47
2023,VTLT11,10.510000000000002
2024,VTLT11,11.12
2021,VULC3,0.695335
2022,VULC3,0.365069
2023,VULC3,0.922039
2024,VULC3,3.15
2015,WALM34,0.143567
2016,WALM34,0.14062
2017,WALM34,0.13493
2018,WALM34,0.16300699999999999
2019,WALM34,0.17264300000000002
2020,WALM34,0.237423
2021,WALM34,0.24664799999999998
2022,WALM34,0.234218
2023,WALM34,0.223112
2024,WALM34,0.182698
2015,WEGE3,0.15013600000000002
2016,WEGE3,0.144652
2017,WEGE3,0.137596
2018,WEGE3,0.15790200000000001
2019,WEGE3,0.17021
2020,WEGE3,0.217194
2021,WEGE3,0.42300000000000004
2022,WEGE3,0.51568
2023,WEGE3,0.6148
2024,WEGE3,0.755849
2015,WFCO34,1.262413
2016,WFCO34,1.345393
2017,WFCO34,1.224257
2018,WFCO34,1.5400550000000002
2019,WFCO34,1.9140169999999999
2020,WFCO34,1.5238409999999998
2021,WFCO34,0.8102659999999999
2022,WFCO34,1.393469
2023,WFCO34,1.4784449999999998
2024,WFCO34,1.41503
2015,WHRL3,0.1258
2017,WHRL3,0.50604
2018,WHRL3,0.13547
2019,WHRL3,0.52252
2020,WHRL3,2.18037
2021,WHRL3,0.58704
2022,WHRL3,0.1871
2023,WHRL3,0.3404
2024,WHRL3,0.37949299999999997
2015,WHRL4,0.13837
2017,WHRL4,0.55671
2018,WHRL4,0.14902
2019,WHRL4,0.57477
2020,WHRL4,1.33404
2021,WHRL4,0.64574
2022,WHRL4,0.2058
2023,WHRL4,0.3745
2024,WHRL4,0.417442
2019,WLMM3,0.07664
2020,WLMM3,0.31975
2021,WLMM3,0.57069
2022,WLMM3,0.9390219999999999
2023,WLMM3,0.8311010000000001
2024,WLMM3,1.2301840000000002
2015,WLMM4,1.1854099999999999
2016,WLMM4,0.04642
2019,WLMM4,0.08431
2020,WLMM4,0.35172
2021,WLMM4,0.62776
2022,WLMM4,1.032921
2023,WLMM4,0.9142119999999999
2024,WLMM4,1.353202
2015,WPLZ11,0.606466
2016,WPLZ11,1.971009
2017,WPLZ11,1.7534500000000002
2018,WPLZ11,3.1599950000000003
2019,WPLZ11,5.804900000000001
2020,WPLZ11,2.61
2021,WPLZ11,0.85
2022,WPLZ11,4.77
2023,WPLZ11,4.970000000000001
2024,WPLZ11,4.529999999999999
2017,WPLZ11B,0.110017
2022,WPLZ11B,3.8341469999999997
2023,WPLZ11B,5.364598000000001
2024,WPLZ11B,4.529999999999999
2015,WUNI34,0.619736
2016,WUNI34,2.1313760000000004
2017,WUNI34,2.24182
2018,WUNI34,2.853268
2019,WUNI34,3.18214
2020,WUNI34,4.864028
2021,WUNI34,5.1121680000000005
2022,WUNI34,4.8372399999999995
2023,WUNI34,3.9849870000000003
2024,WUNI34,3.640881
2017,XPCM11,1.56
2022,XPCM11,1.38
2023,XPCM11,1.1700000000000002
2024,XPCM11,0.02
2022,XPHT11,6.7
2023,XPHT11,138.04679
2022,XPIN11,6.209999999999999
2023,XPIN11,8.430000000000001
2024,XPIN11,7.760000000000001
2022,XPLG11,6.358092000000001
2023,XPLG11,8.358194
2024,XPLG11,8.580000000000002
2019,XRXB34,2.0555
2020,XRXB34,5.46
2021,XRXB34,5.248925
2022,XRXB34,5.124750000000001
2023,XRXB34,4.626038
2024,XRXB34,4.777367999999999
2015,YDUQ3,0.328685
2016,YDUQ3,1.7364009999999999
2017,YDUQ3,0.283478
2018,YDUQ3,1.658341
2019,YDUQ3,0.510182
2020,YDUQ3,0.509723
2021,YDUQ3,0.469672
2022,YDUQ3,0.126471
2023,YDUQ3,0.27493
2024,YDUQ3,0.273695
