Ano,Acao,Valor
2019,CSCO34,1.075883
2020,CSCO34,1.353936
2021,CSCO34,1.5700450000000001
2022,CSCO34,1.578018
2023,CSCO34,1.41971
2024,CSCO34,1.175618
2015,CSMG3,0.029139
2016,CSMG3,0.22271300000000002
2017,CSMG3,0.697913
2018,CSMG3,1.3416360000000003
2019,CSMG3,0.5757450000000001
2020,CSMG3,2.991809
2021,CSMG3,0.944719
2022,CSMG3,0.384332
2023,CSMG3,2.8930129999999994
2024,CSMG3,2.3532759999999997
2015,CSNA3,0.404991
2019,CSNA3,0.949913
2020,CSNA3,0.017742
2021,CSNA3,1.920959
2022,CSNA3,2.5804579999999997
2023,CSNA3,1.328824
2024,CSNA3,1.2668789999999999
2015,CTGP34,0.091291
2016,CTGP34,0.241377
2017,CTGP34,0.510648
2018,CTGP34,0.958907
2019,CTGP34,1.285279
2020,CTGP34,4.044641
2021,CTGP34,1.829643
2022,CTGP34,1.721047
2023,CTGP34,1.598598
2024,CTGP34,1.3643420000000002
2015,CTSA3,0.008158
2017,CTSA3,0.042236
2018,CTSA3,2.935372
2019,CTSA3,0.45095
2020,CTSA3,0.121748
2022,CTSA3,0.217084
2015,CTSA4,0.008974
2017,CTSA4,0.046459
2018,CTSA4,3.228908
2019,CTSA4,0.496044
2020,CTSA4,0.047288
2022,CTSA4,0.238792
2018,CTSH34,0.77426
2019,CTSH34,3.20138
2020,CTSH34,4.549556000000001
2021,CTSH34,5.164296
2022,CTSH34,5.479704
2023,CTSH34,5.380287
2024,CTSH34,4.607122
2017,CTXT11,0.963642
2022,CVBI11,10.849873
2023,CVBI11,10.35
2024,CVBI11,11.09
2015,CVCB3,0.488681
2016,CVCB3,0.7489300000000001
2017,CVCB3,0.37504000000000004
2018,CVCB3,0.412174
2019,CVCB3,0.36550900000000003
2018,CVSH34,0.18525
2019,CVSH34,0.7738550000000001
2020,CVSH34,0.7560799999999999
2021,CVSH34,0.8078400000000001
2022,CVSH34,1.137275
2023,CVSH34,1.10434
2024,CVSH34,0.9880190000000001
2017,CXRI11,15.0
2022,CXRI11,4.9799999999999995
2023,CXRI11,6.870000000000001
2024,CXRI11,7.049999999999999
2017,CXTL11,4.9576519999999995
2022,CXTL11,33.754742
2023,CXTL11,195.79970199999997
2024,CXTL11,23.732643
2015,CYRE3,0.041499
2016,CYRE3,0.279175
2017,CYRE3,0.094063
2018,CYRE3,1.119647
2019,CYRE3,1.820894
2020,CYRE3,1.8173599999999999
2021,CYRE3,1.087273
2022,CYRE3,0.564779
2023,CYRE3,0.8446990000000001
2024,CYRE3,0.596783
2015,DASA3,0.062878
2016,DASA3,0.019996
2017,DASA3,0.085043
2018,DASA3,0.135297
2019,DASA3,0.561226
2020,DASA3,0.563433
2021,DASA3,0.586643
2018,DDNB34,5.74826
2019,DDNB34,4.45047
2020,DDNB34,4.593
2021,DDNB34,4.77915
2022,DDNB34,6.82935
2023,DDNB34,6.11119
2024,DDNB34,5.850197
2018,DEAI34,1.349565
2019,DEAI34,6.062605
2020,DEAI34,1.947295
2023,DEAI34,0.834454
2024,DEAI34,1.865609
2015,DHER34,0.037375
2016,DHER34,0.06708399999999999
2017,DHER34,0.06335099999999999
2018,DHER34,0.272076
2019,DHER34,0.096921
2020,DHER34,0.141401
2021,DHER34,0.161783
2022,DHER34,0.18466
2023,DHER34,0.15775699999999998
2024,DHER34,0.151473
2015,DIRR3,0.450585
2016,DIRR3,0.272278
2018,DIRR3,0.609765
2019,DIRR3,0.8763730000000001
2020,DIRR3,0.806662
2021,DIRR3,0.687156
2022,DIRR3,1.165178
2023,DIRR3,0.47
2024,DIRR3,2.06
2015,DISB34,0.338335
2016,DISB34,0.26222
2017,DISB34,0.34360599999999997
2018,DISB34,0.425703
2019,DISB34,0.465784
2023,DISB34,0.068043
2024,DISB34,0.319953
2015,DOHL4,0.0792
2017,DOHL4,0.1584
2018,DOHL4,0.176
2020,DOHL4,0.4257
2021,DOHL4,0.2046
2022,DOHL4,0.132
2016,DUKB34,2.887335
2017,DUKB34,11.178
2018,DUKB34,13.703274
2019,DUKB34,14.771583
2020,DUKB34,14.711934
2021,DUKB34,15.694175
2022,DUKB34,16.202834
2023,DUKB34,17.127624
2024,DUKB34,15.943162000000001
2015,EALT3,0.11952399999999999
2016,EALT3,0.03659
2017,EALT3,0.080899
2018,EALT3,0.086097
2019,EALT3,0.169084
2020,EALT3,0.208017
2021,EALT3,0.156079
2022,EALT3,0.15974
2023,EALT3,0.15692
2024,EALT3,0.186128
2015,EALT4,0.13526
2016,EALT4,0.04025
2017,EALT4,0.088989
2018,EALT4,0.094704
2019,EALT4,0.185992
2020,EALT4,0.360957
2021,EALT4,0.171689
2022,EALT4,0.221982
2023,EALT4,0.17263
2024,EALT4,0.070172
2019,EBAY34,1.1080020000000002
2020,EBAY34,1.254736
2021,EBAY34,1.4464350000000001
2022,EBAY34,2.272952
2023,EBAY34,2.1096310000000003
2024,EBAY34,2.0505560000000003
2015,ECOR3,0.418698
2016,ECOR3,0.260093
2017,ECOR3,0.41712899999999997
2018,ECOR3,0.7132080000000001
2022,ECOR3,0.007587
2023,ECOR3,0.083886
2024,ECOR3,0.194461
2018,ECPR3,10.350974
2019,ECPR3,2.0126
2015,EDGA11,6.4640080000000015
2016,EDGA11,5.699574
2017,EDGA11,1.8320400000000001
2018,EDGA11,1.9193390000000001
2019,EDGA11,2.70039
2020,EDGA11,1.740414
2021,EDGA11,1.6975030000000002
2022,EDGA11,1.535726
2023,EDGA11,1.0832270000000002
2024,EDGA11,0.8772110000000002
2015,EGIE3,0.977241
2016,EGIE3,1.577585
2017,EGIE3,2.173062
2018,EGIE3,3.4715500000000006
2019,EGIE3,2.10938
2020,EGIE3,1.045052
2021,EGIE3,2.7559160000000005
2022,EGIE3,2.989438
2023,EGIE3,2.9014320000000002
2024,EGIE3,2.668449
2015,EKTR4,2.795741
2016,EKTR4,2.326369
2017,EKTR4,1.845711
2019,EKTR4,1.143433
2020,EKTR4,0.361654
2021,EKTR4,1.2513990000000002
2022,EKTR4,4.657385
2023,EKTR4,4.020073
2024,EKTR4,10.892219
2019,ELET3,0.858499
2020,ELET3,1.625384
2021,ELET3,2.3982590000000004
2022,ELET3,0.773505
2023,ELET3,0.220929
2024,ELET3,1.2667739999999998
2015,ELET6,0.103847
2017,ELET6,1.79227
2019,ELET6,1.471306
2020,ELET6,1.787923
2021,ELET6,2.6380920000000003
2022,ELET6,1.614105
2023,ELET6,1.493652
2024,ELET6,3.646128
2016,EMAE4,0.10191
2017,EMAE4,0.447145
2018,EMAE4,1.509356
2019,EMAE4,0.6518269999999999
2020,EMAE4,1.444682
2021,EMAE4,8.081884
2022,EMAE4,0.881294
2023,EMAE4,3.287331
2024,EMAE4,1.632526
2015,EMBR3,0.181875
2016,EMBR3,0.1
2017,EMBR3,0.311908
2018,EMBR3,0.142016
2015,ENGI11,0.5742590000000001
2016,ENGI11,0.39978800000000003
2017,ENGI11,0.56429
2018,ENGI11,0.7776430000000001
2019,ENGI11,1.08
2020,ENGI11,0.6000000000000001
2021,ENGI11,1.75
2022,ENGI11,3.3600000000000003
2023,ENGI11,1.5
2024,ENGI11,2.0
2015,ENGI3,0.259344
2016,ENGI3,0.075828
2017,ENGI3,0.107029
2018,ENGI3,0.147496
2019,ENGI3,0.207746
2020,ENGI3,0.11541399999999999
2021,ENGI3,0.336625
2022,ENGI3,0.646319
2023,ENGI3,0.288536
2024,ENGI3,0.392357
2015,ENGI4,0.273629
2016,ENGI4,0.0802
2017,ENGI4,0.1132
2018,ENGI4,0.156
2019,ENGI4,0.272
2020,ENGI4,0.12
2021,ENGI4,0.35
2022,ENGI4,0.672
2023,ENGI4,0.30000000000000004
2024,ENGI4,0.4
2015,ENMT3,0.099374
2016,ENMT3,0.001423
2018,ENMT3,2.127758
2019,ENMT3,1.1288930000000001
2021,ENMT3,5.485945999999999
2022,ENMT3,3.539866
2023,ENMT3,3.549643
2024,ENMT3,2.749886
2015,ENMT4,0.18448599999999998
2016,ENMT4,0.001422
2017,ENMT4,0.147806
2018,ENMT4,2.2257010000000004
2019,ENMT4,1.128527
2020,ENMT4,0.567615
2021,ENMT4,4.918330999999999
2022,ENMT4,3.539866
2023,ENMT4,3.5496430000000005
2024,ENMT4,2.749886
2015,EQTL3,0.162384
2016,EQTL3,0.184529
2017,EQTL3,0.120649
2018,EQTL3,0.24028100000000002
2019,EQTL3,0.181998
2020,EQTL3,0.317424
2021,EQTL3,0.714276
2022,EQTL3,0.635003
2023,EQTL3,0.335655
2024,EQTL3,0.447248
2022,ERPA11,4.505208
2023,ERPA11,8.52538
2024,ERPA11,9.68
2015,ESUT11,41.54
2017,ESUT11,145.68
2019,ESUT11,302.09000000000003
2020,ESUT11,144.2
2021,ESUT11,145.89
2023,ESUT11,1203.34682
2024,ESUT11,67.48773
2015,ETER3,1.5985410000000002
2021,ETER3,0.241525
2022,ETER3,1.142887
2023,ETER3,0.335971
2024,ETER3,0.25199
2015,EUCA4,0.038036
2016,EUCA4,0.008108
2017,EUCA4,0.053458
2018,EUCA4,0.066593
2019,EUCA4,0.045684
2020,EUCA4,0.098663
2021,EUCA4,0.659627
2023,EUCA4,1.716726
2017,EURO11,2.25
2022,EURO11,16.060000000000002
2023,EURO11,22.479999999999997
2024,EURO11,20.679999999999993
2015,EVEN3,0.262103
2016,EVEN3,0.010732
2020,EVEN3,0.144301
2021,EVEN3,0.830794
2022,EVEN3,0.150012
2023,EVEN3,0.503485
2024,EVEN3,0.60116
2015,EXXO34,7.3473132
2016,EXXO34,7.432237300000001
2017,EXXO34,7.1901209999999995
2018,EXXO34,8.8632721
2019,EXXO34,9.9675765
2020,EXXO34,9.413995
2021,EXXO34,10.1763449
2022,EXXO34,13.303655099999999
2023,EXXO34,11.4178965
2024,EXXO34,10.681856799999998
2015,EZTC3,0.81326
2016,EZTC3,0.777262
2017,EZTC3,3.1038419999999998
2018,EZTC3,0.426108
2019,EZTC3,0.140397
2020,EZTC3,0.294083
2021,EZTC3,0.423955
2022,EZTC3,0.7781
2023,EZTC3,0.20489400000000002
2024,EZTC3,1.0804740000000002
2017,FAED11,1.398708
2022,FAED11,13.707455000000003
2023,FAED11,18.445107000000004
2024,FAED11,18.613535
2017,FCFL11,23.125639999999997
2022,FCFL11,7.35755
2023,FCFL11,10.567414
2024,FCFL11,10.161883
2015,FCXO34,0.452374
2018,FCXO34,0.1827
2019,FCXO34,0.256962
2020,FCXO34,0.070785
2021,FCXO34,0.409057
2022,FCXO34,0.90151
2023,FCXO34,0.666662
2024,FCXO34,0.74459
2015,FDMO34,2.048835
2016,FDMO34,2.14479
2017,FDMO34,1.9080750000000002
2018,FDMO34,2.245395
2019,FDMO34,2.40885
2020,FDMO34,0.67173
2021,FDMO34,0.56339
2022,FDMO34,2.5410700000000004
2023,FDMO34,5.389008
2024,FDMO34,2.26318
2015,FDXB34,3.4006999999999996
2016,FDXB34,4.7608749999999995
2017,FDXB34,6.0893
2018,FDXB34,9.163525
2019,FDXB34,10.30445
2020,FDXB34,13.757965
2021,FDXB34,15.777255
2022,FDXB34,20.088675
2023,FDXB34,22.646251
2024,FDXB34,22.904529
2015,FESA3,0.20866400000000002
2016,FESA3,0.181115
2017,FESA3,0.198679
2018,FESA3,0.32223700000000005
2019,FESA3,0.30654600000000004
2020,FESA3,0.210982
2021,FESA3,0.190745
2022,FESA3,0.710852
2023,FESA3,0.622807
2024,FESA3,0.47840299999999997
2015,FESA4,0.22953099999999999
2016,FESA4,0.199226
2017,FESA4,0.21854600000000002
2018,FESA4,0.354462
2019,FESA4,0.337207
2020,FESA4,0.23208
2021,FESA4,0.209819
2022,FESA4,0.880734
2023,FESA4,0.685087
2024,FESA4,0.526243
2017,FIGS11,1.666666
2022,FIGS11,3.39
2023,FIGS11,5.380000000000001
2024,FIGS11,5.18
2017,FIIB11,4.76
2022,FIIB11,31.349999999999998
2023,FIIB11,38.449999999999996
2024,FIIB11,42.849999999999994
2022,FISC11,0.72
2023,FISC11,4.46
2024,FISC11,4.739999999999999
2017,FIXX11,1.35
2017,FLMA11,0.545
2022,FLMA11,7.8
2023,FLMA11,9.120000000000001
2024,FLMA11,12.35
2015,FLRP11,56.08579600000001
2016,FLRP11,65.606315
2017,FLRP11,73.034156
2018,FLRP11,83.58970400000001
2019,FLRP11,87.5323
2020,FLRP11,61.006974
2021,FLRP11,67.396724
2022,FLRP11,109.079571
2023,FLRP11,158.0
2024,FLRP11,162.5
2015,FLRY3,0.048898
2016,FLRY3,1.15438
2017,FLRY3,0.390028
2018,FLRY3,0.906802
2019,FLRY3,0.956813
2020,FLRY3,0.694757
2021,FLRY3,0.997928
2022,FLRY3,0.9498010000000001
2023,FLRY3,0.434801
2024,FLRY3,0.6989110000000001
2017,FMOF11,0.48000000000000004
2022,FMOF11,0.14
2023,FMOF11,0.45999999999999996
2024,FMOF11,0.96
2017,FMXB34,2.099494
2018,FMXB34,2.584181
2019,FMXB34,6.350251
2020,FMXB34,7.710783
2021,FMXB34,6.092149
2022,FMXB34,8.716556
2023,FMXB34,14.671337999999999
2024,FMXB34,15.924843999999998
2017,FOFT11,1.1
2017,FPAB11,3.7
2022,FPAB11,14.469999999999999
2023,FPAB11,19.589999999999996
2024,FPAB11,10.98
2022,FPNG11,5.924440000000001
2023,FPNG11,7.361336
2024,FPNG11,1.297387
2015,FRAS3,0.129359
2016,FRAS3,0.105024
2017,FRAS3,0.289097
2018,FRAS3,0.225623
2019,FRAS3,0.291358
2020,FRAS3,0.17051
2021,FRAS3,0.292811
2022,FRAS3,0.35143
2023,FRAS3,0.47353
2024,FRAS3,0.6506259999999999
2022,FTCE11B,135.4094
2023,FTCE11B,85.90082
2024,FTCE11B,91.78798
2017,FVPQ11,1.78344
2022,FVPQ11,6.33
2023,FVPQ11,12.774999999999999
2024,FVPQ11,6.670000000000001
2015,GDBR34,2.640975
2016,GDBR34,10.375671
2017,GDBR34,10.470659999999999
2018,GDBR34,13.107164999999998
2019,GDBR34,15.85221
2020,GDBR34,22.54802
2021,GDBR34,24.814989999999998
2022,GDBR34,25.823643999999998
2023,GDBR34,26.023166
2024,GDBR34,22.737526
2015,GEOO34,26.237296
2016,GEOO34,24.359384
2017,GEOO34,21.366048000000003
2018,GEOO34,10.761864
2019,GEOO34,1.2769279999999998
2020,GEOO34,1.751912
2021,GEOO34,1.7295440000000002
2022,GEOO34,1.2653599999999998
2023,GEOO34,1.354458
2024,GEOO34,607.522272
2015,GEPA3,1.851391
2016,GEPA3,3.9370689999999997
2017,GEPA3,3.89386
2018,GEPA3,2.5695230000000002
2019,GEPA3,4.838697
2020,GEPA3,1.886301
2021,GEPA3,2.939902
2022,GEPA3,1.339268
2023,GEPA3,4.095757
2024,GEPA3,5.993650000000001
2015,GEPA4,2.08431
2016,GEPA4,3.70415
2017,GEPA4,3.89386
2018,GEPA4,2.5695230000000002
2019,GEPA4,4.838697
2020,GEPA4,1.886301
2021,GEPA4,2.939902
2022,GEPA4,1.339268
2023,GEPA4,4.095757
2024,GEPA4,5.993650000000001
2016,GFSA3,3.483889
2015,GGBR3,0.174604
2016,GGBR3,0.039683
2017,GGBR3,0.039683
2018,GGBR3,0.301588
2019,GGBR3,0.222223
2020,GGBR3,0.253969
2021,GGBR3,2.4365069999999998
2022,GGBR3,2.8809519999999997
2023,GGBR3,1.33373
2024,GGBR3,0.7833330000000001
2015,GGBR4,0.174604
2016,GGBR4,0.039683
2017,GGBR4,0.039683
2018,GGBR4,0.301588
2019,GGBR4,0.222223
2020,GGBR4,0.253969
2021,GGBR4,2.4365069999999998
2022,GGBR4,2.8809519999999997
2023,GGBR4,1.33373
2024,GGBR4,0.7833330000000001
2017,GGRC11,0.161779
2022,GGRC11,0.752449
2023,GGRC11,1.161865
2024,GGRC11,1.114464
2017,GILD34,3.3363460000000003
2018,GILD34,4.28979
2019,GILD34,5.046427
2020,GILD34,7.272532000000001
2021,GILD34,7.727179
2022,GILD34,7.574846
2023,GILD34,6.383802
2024,GILD34,5.899488
2016,GMCO34,0.309605
2017,GMCO34,1.22631
2018,GMCO34,1.423291
2019,GMCO34,1.510159
2020,GMCO34,0.482496
2022,GMCO34,0.237771
2023,GMCO34,0.381564
2024,GMCO34,0.461756
2015,GOAU3,0.11000000000000001
2017,GOAU3,0.02
2018,GOAU3,0.2
2019,GOAU3,0.15
2020,GOAU3,0.18
2021,GOAU3,2.3200000000000003
2022,GOAU3,1.25
2023,GOAU3,1.59
2024,GOAU3,0.45
2015,GOAU4,0.11000000000000001
2017,GOAU4,0.02
2018,GOAU4,0.2
2019,GOAU4,0.15
2020,GOAU4,0.18
2021,GOAU4,2.3200000000000003
2022,GOAU4,1.25
2023,GOAU4,1.59
2024,GOAU4,0.45
2024,GOGL34,0.194685
2024,GOGL35,0.196316
2020,GPAR3,0.912336
2021,GPAR3,0.052843
2022,GPAR3,15.670231999999999
2018,GPSI34,0.899214
2019,GPSI34,1.808929
2020,GPSI34,1.014402
2021,GPSI34,2.582686
2022,GPSI34,2.208237
2023,GPSI34,2.7498030000000004
2024,GPSI34,2.226763
2017,GRLV11,1.42
2015,GRND3,0.288803
2016,GRND3,0.347681
2017,GRND3,0.273503
2018,GRND3,0.212205
2019,GRND3,0.320791
2020,GRND3,0.167684
2021,GRND3,0.865463
2022,GRND3,0.305591
2023,GRND3,0.27397900000000003
2024,GRND3,0.409481
2015,GSGI34,0.305139
2016,GSGI34,0.287813
2017,GSGI34,0.310399
2018,GSGI34,0.395869
2019,GSGI34,0.556516
2020,GSGI34,0.676196
2021,GSGI34,0.94634
2022,GSGI34,1.5632220000000001
2023,GSGI34,1.463379
2024,GSGI34,1.4574529999999999
2019,GSHP3,110.50666
2022,GTWR11,5.920000000000001
2023,GTWR11,9.48
2024,GTWR11,9.48
2015,GUAR3,0.259263
2016,GUAR3,0.17377499999999999
2017,GUAR3,0.1457
2018,GUAR3,0.5742889999999999
2019,GUAR3,0.40074699999999996
2020,GUAR3,0.8829
2021,GUAR3,0.47000000000000003
2022,GUAR3,0.1405
2024,GUAR3,0.1202
2022,HABT11,10.3
2023,HABT11,13.77
2024,HABT11,12.18
2015,HALI34,2.570724
2016,HALI34,2.429334
2017,HALI34,2.321658
2018,HALI34,2.720196
2019,HALI34,2.884482
2020,HALI34,1.63471
2021,HALI34,0.970385
2022,HALI34,2.4679680000000004
2023,HALI34,2.713197
2024,HALI34,2.636691
2018,HAPV3,0.036864
2019,HAPV3,0.055402999999999994
2020,HAPV3,0.065052
2021,HAPV3,0.065094
2015,HBOR3,1.83784
2016,HBOR3,0.302585
2021,HBOR3,0.047463
2022,HBOR3,0.180718
2023,HBOR3,0.091379
2024,HBOR3,0.091013
2015,HBTS5,1.331977
2016,HBTS5,0.668283
2017,HBTS5,0.536833
2018,HBTS5,0.0454
2019,HBTS5,0.08153
2020,HBTS5,0.048873
2021,HBTS5,0.161965
2022,HBTS5,1.1552
2023,HBTS5,2.390209
2024,HBTS5,3.039909
2015,HCRI11,22.935026999999998
2016,HCRI11,26.156232999999997
2017,HCRI11,27.696859999999997
2018,HCRI11,29.47936
2019,HCRI11,30.630745
2020,HCRI11,32.241731
2021,HCRI11,36.546303
2022,HCRI11,18.963226
2023,HCRI11,33.207758
2024,HCRI11,32.097481
2022,HCTR11,12.069999999999999
2023,HCTR11,6.420499999999999
2024,HCTR11,4.138
2022,HFOF11,5.5
2023,HFOF11,7.549999999999999
2024,HFOF11,7.41
2017,HGBS11,2.028788
2022,HGBS11,10.293852000000001
2023,HGBS11,19.493136
2024,HGBS11,20.500000000000004
2017,HGCR11,1.457654
2022,HGCR11,10.498169999999998
2023,HGCR11,13.7
2024,HGCR11,11.449999999999998
2022,HGFF11,5.73
2023,HGFF11,8.0
2024,HGFF11,8.4
2017,HGLG11,1.708722
2022,HGLG11,11.942126000000002
2023,HGLG11,14.61714
2024,HGLG11,13.199999999999998
2022,HGPO11,13.299999999999999
2023,HGPO11,18.9
2024,HGPO11,17.799999999999997
2017,HGRE11,1.88
2022,HGRE11,6.9300000000000015
2023,HGRE11,10.299999999999999
2024,HGRE11,10.499999999999998
2022,HGRU11,7.691058999999999
2023,HGRU11,11.764551
2024,HGRU11,12.080707000000002
2015,HOME34,0.298313
2016,HOME34,0.336841
2017,HOME34,0.40652
2018,HOME34,0.554166
2019,HOME34,0.7764580000000001
2020,HOME34,1.107129
2021,HOME34,1.281031
2022,HOME34,1.3892319999999998
2023,HOME34,1.2587869999999999
2024,HOME34,1.2152919999999998
2016,HONB34,6.258559
2017,HONB34,8.75937
2018,HONB34,11.405403
2019,HONB34,13.40454
2020,HONB34,18.140729999999998
2021,HONB34,15.06042
2022,HONB34,20.345725
2023,HONB34,19.013355000000004
2024,HONB34,18.101669
2015,HPQB34,2.235992
2016,HPQB34,1.693336
2017,HPQB34,1.717288
2018,HPQB34,2.149285
2019,HPQB34,2.594975
2020,HPQB34,2.8458069999999998
2021,HPQB34,3.5037860000000003
2022,HPQB34,5.227694
2023,HPQB34,4.509603
2024,HPQB34,5.205939
2015,HSHY34,0.453504
2016,HSHY34,1.645878
2017,HSHY34,1.631597
2018,HSHY34,2.07868
2019,HSHY34,2.3778940000000004
2020,HSHY34,3.245645
2021,HSHY34,3.679124
2022,HSHY34,4.037685
2023,HSHY34,3.729862
2024,HSHY34,4.172561
2022,HSML11,5.813093000000001
2023,HSML11,8.774480000000002
2024,HSML11,9.517796
2019,HTMX11,2.955902
2020,HTMX11,1.762091
2022,HTMX11,3.9446829999999995
2023,HTMX11,20.071666999999998
2024,HTMX11,26.315951000000002
2022,HUSC11,7.46
2023,HUSC11,10.75
2024,HUSC11,9.700000000000001
2016,HYPE3,0.5
2017,HYPE3,0.650897
2018,HYPE3,1.888269
2019,HYPE3,1.06995
2020,HYPE3,1.17318
2021,HYPE3,1.23387
2022,HYPE3,1.23197
2023,HYPE3,1.23144
2024,HYPE3,1.0705500000000001
2022,IBFF11,72.065646
2015,IBMB34,17.666890000000002
2016,IBMB34,18.8462
2017,IBMB34,18.8877
2018,IBMB34,23.249425000000002
2019,IBMB34,25.52408
2020,IBMB34,32.446705
2021,IBMB34,35.44034
2022,IBMB34,33.89212
2023,IBMB34,30.560627
2024,IBMB34,31.093626999999998
2017,IRBR3,4.462064
2018,IRBR3,4.505039999999999
2019,IRBR3,21.14318
2020,IRBR3,0.8699560000000001
2022,IRDM11,10.000327
2023,IRDM11,10.16959
2024,IRDM11,9.08
2015,ITLC34,0.54664
2016,ITLC34,0.615814
2017,ITLC34,0.57047
2018,ITLC34,0.7487500000000001
2019,ITLC34,0.840893
2020,ITLC34,1.125185
2021,ITLC34,0.922085
2022,ITLC34,0.914417
2023,ITLC34,0.590047
2024,ITLC34,0.23163
2015,ITSA3,0.33530299999999996
2016,ITSA3,0.413061
2017,ITSA3,0.22364
2018,ITSA3,0.7034199999999999
2019,ITSA3,0.689135
2020,ITSA3,0.33898599999999995
2021,ITSA3,0.353645
2022,ITSA3,0.570801
2023,ITSA3,0.546884
2024,ITSA3,0.644073
2015,ITSA4,0.28857200000000005
2016,ITSA4,0.414303
2017,ITSA4,0.346067
2018,ITSA4,0.719477
2019,ITSA4,0.576544
2020,ITSA4,0.36525599999999997
2021,ITSA4,0.348213
2022,ITSA4,0.574166
2023,ITSA4,0.536226
2024,ITSA4,0.6562390000000001
2015,ITUB3,0.9048459999999999
2016,ITUB3,1.063601
2017,ITUB3,0.9992660000000001
2018,ITUB3,0.6491330000000002
2019,ITUB3,1.5075599999999991
2020,ITUB3,0.7800600000000002
2021,ITUB3,0.906698
2022,ITUB3,1.01814
2023,ITUB3,1.2566399999999998
2024,ITUB3,2.413265
2015,ITUB4,0.9048459999999999
2016,ITUB4,1.063601
2017,ITUB4,0.9992660000000001
2018,ITUB4,1.9706
2019,ITUB4,1.5145599999999997
2020,ITUB4,0.8203600000000002
2021,ITUB4,0.906698
2022,ITUB4,1.01814
2023,ITUB4,1.2566399999999998
2024,ITUB4,2.413265
2015,JBSS3,0.16738
2016,JBSS3,0.405459
2017,JBSS3,0.032978
2018,JBSS3,0.046776
2019,JBSS3,0.002245
2020,JBSS3,0.540595
2021,JBSS3,4.01802
2022,JBSS3,2.0
2023,JBSS3,1.0
2024,JBSS3,3.0
2019,JHSF3,0.19956600000000002
2020,JHSF3,0.14590799999999998
2021,JHSF3,0.39383999999999997
2022,JHSF3,0.208704
2023,JHSF3,0.499077
2024,JHSF3,0.370922
2015,JNJB34,0.67552
2016,JNJB34,0.7159
2017,JNJB34,0.711943
2018,JNJB34,0.882332
2019,JNJB34,0.9905269999999999
2020,JNJB34,0.975565
2021,JNJB34,1.1154700000000002
2022,JNJB34,1.501021
2023,JNJB34,1.4327230000000002
2024,JNJB34,1.369036
2015,JOPA3,0.55221
2016,JOPA3,0.65029
2017,JOPA3,0.82582
2018,JOPA3,0.515145
2019,JOPA3,0.648882
2020,JOPA3,0.574857
2021,JOPA3,0.856149
2022,JOPA3,0.826965
2023,JOPA3,0.8215
2024,JOPA3,0.433187
2015,JOPA4,0.60743
2016,JOPA4,0.71532
2017,JOPA4,0.9084
2018,JOPA4,0.566659
2019,JOPA4,0.71377
2020,JOPA4,0.632344
2021,JOPA4,0.941763
2022,JOPA4,0.909662
2023,JOPA4,0.903651
2024,JOPA4,0.476506
2015,JPMC34,0.5491079999999999
2016,JPMC34,0.6431
2017,JPMC34,0.645323
2018,JPMC34,0.881776
2019,JPMC34,1.269765
2020,JPMC34,1.853109
2021,JPMC34,1.525511
2022,JPMC34,2.0675600000000003
2023,JPMC34,1.856782
2024,JPMC34,1.7389890000000001
2022,JPPC11,7.17
2024,JPPC11,75.06
2021,JSLG3,0.293825
2022,JSLG3,0.45223800000000003
2023,JSLG3,0.316868
2024,JSLG3,0.09892
2017,JSRE11,2.0
2022,JSRE11,4.4
2023,JSRE11,5.58
2024,JSRE11,5.700000000000001
2015,KEPL3,0.226933
2016,KEPL3,0.017033
2019,KEPL3,0.04174
2020,KEPL3,0.091141
2021,KEPL3,1.706239
2022,KEPL3,0.672198
2023,KEPL3,0.859165
2024,KEPL3,0.686331
2015,KHCB34,1.118606
2016,KHCB34,1.966071
2017,KHCB34,1.956757
2018,KHCB34,2.365001
2019,KHCB34,1.5928099999999998
2020,KHCB34,2.1326
2021,KHCB34,2.1711
2022,KHCB34,2.06685
2023,KHCB34,1.679454
2024,KHCB34,1.881564
2022,KINP11,4.257049
2023,KINP11,8.229923
2015,KLBN11,0.476386
2016,KLBN11,0.444191
2017,KLBN11,0.45377199999999995
2018,KLBN11,0.941548
2019,KLBN11,0.7822899999999999
2020,KLBN11,0.019836
2021,KLBN11,0.332702
2022,KLBN11,1.627289
2023,KLBN11,1.231005
2024,KLBN11,1.277528
2016,KLBN3,0.044669
2017,KLBN3,0.090754
2018,KLBN3,0.188308
2019,KLBN3,0.156457
2020,KLBN3,0.003967
2021,KLBN3,0.066539
2022,KLBN3,0.325458
2023,KLBN3,0.24620200000000003
2024,KLBN3,0.26570699999999997
2015,KLBN4,0.075031
2016,KLBN4,0.088838
2017,KLBN4,0.090754
2018,KLBN4,0.188308
2019,KLBN4,0.156457
2020,KLBN4,0.003967
2021,KLBN4,0.066539
2022,KLBN4,0.325458
2023,KLBN4,0.24620200000000003
2024,KLBN4,0.26570699999999997
2015,KMBB34,6.978400000000001
2016,KMBB34,12.59443
2017,KMBB34,12.362262000000001
2018,KMBB34,14.6863
2019,KMBB34,16.31108
2020,KMBB34,16.990955
2021,KMBB34,18.495359999999998
2022,KMBB34,23.84786
2023,KMBB34,20.206187999999997
2024,KMBB34,20.792775
2017,KNCR11,1.291248
2022,KNCR11,9.800627
2023,KNCR11,13.522299
2024,KNCR11,11.767758999999998
2022,KNHY11,9.411920000000002
